,uri,nome,idLegislaturaInicial,idLegislaturaFinal,nomeCivil,siglaSexo,urlRedeSocial,urlWebsite,dataNascimento,dataFalecimento,ufNascimento,municipioNascimento
3253,https://dadosabertos.camara.leg.br/api/v2/deputados/73945,EDUARDO GOMES,52,54,CARLOS EDUARDO TORRES GOMES,M,[],[],1966-04-28,,SE,Estância
3254,https://dadosabertos.camara.leg.br/api/v2/deputados/73946,HOMERO BARRETO,52,52,HOMERO SILVA BARRETO,M,[],[],1951-12-03,,RJ,Rio de Janeiro
3255,https://dadosabertos.camara.leg.br/api/v2/deputados/73947,MAURÍCIO RABELO,52,52,JOSÉ MAURÍCIO RABELO,M,[],[],1960-04-27,,MG,
3256,https://dadosabertos.camara.leg.br/api/v2/deputados/73948,RONALDO DIMAS,52,52,RONALDO DIMAS NOGUEIRA PEREIRA,M,[],[],1961-04-27,,MG,Frutal
3257,https://dadosabertos.camara.leg.br/api/v2/deputados/73950,ÁLVARO PEREIRA,49,49,Álvaro Rodrigues Pereira,M,[],[],1952-07-10,,MG,Coromandel
3258,https://dadosabertos.camara.leg.br/api/v2/deputados/73952,DENI SCHWARTZ,49,49,Deni Lineu Schwartz,M,[],[],1938-02-19,,PR,União da Vitória
3259,https://dadosabertos.camara.leg.br/api/v2/deputados/73953,HELVECIO CASTELLO,49,49,Helvecio Duia Castello,M,[],[],1953-04-02,,ES,Vitória
3260,https://dadosabertos.camara.leg.br/api/v2/deputados/73954,ITSUO TAKAYAMA,49,49,Itsuo Takayama,M,[],[],1942-03-04,,SP,Anhumas
3261,https://dadosabertos.camara.leg.br/api/v2/deputados/73955,CHAFIC FARHAT,49,49,Chafic Wady Farhat,M,[],[],1941-11-30,,SP,São Paulo
3263,https://dadosabertos.camara.leg.br/api/v2/deputados/73957,ADILSON MALUF,49,49,Adilson Benedito Maluf,M,[],[],1944-06-28,,SP,Piracicaba
3264,https://dadosabertos.camara.leg.br/api/v2/deputados/73958,APARÍCIO CARVALHO,49,49,Aparício Carvalho de Moraes,M,[],[],1950-04-20,,RJ,Rio Bonito
3265,https://dadosabertos.camara.leg.br/api/v2/deputados/73959,EXPEDITO RAFAEL,49,49,Expedito Rafael Góes de Siqueira,M,[],[],1946-01-06,,RJ,Rio de Janeiro
3266,https://dadosabertos.camara.leg.br/api/v2/deputados/73960,HELIO FELTES,49,49,Helio Feltes,M,[],[],1938-08-14,,RS,Novo Hamburgo
3268,https://dadosabertos.camara.leg.br/api/v2/deputados/73962,JOÃO CEZAR,49,49,João Cezar Moraes,M,[],[],1944-06-20,,ES,Colatina
3269,https://dadosabertos.camara.leg.br/api/v2/deputados/73963,RUBENS LARA,49,49,Antonio Rubens Costa de Lara,M,[],[],1943-06-21,,SP,São Paulo
3270,https://dadosabertos.camara.leg.br/api/v2/deputados/73964,CELSO SOARES,49,49,Celso Souza Soares,M,[],[],1943-01-25,,RS,Cruz Alta
3273,https://dadosabertos.camara.leg.br/api/v2/deputados/73967,JÁZER MENEZES,49,49,Jázer Menezes Bezerra,M,[],[],1930-12-26,,PE,Recife
3274,https://dadosabertos.camara.leg.br/api/v2/deputados/73968,AMAURI MENEGUETTI,49,49,Amauri Meneguetti,M,[],[],1951-07-04,,PR,Maringá
3275,https://dadosabertos.camara.leg.br/api/v2/deputados/73969,MAKOTO IGUCHI,49,49,Makoto Iguchi,M,[],[],1937-05-10,,SP,São Paulo
3276,https://dadosabertos.camara.leg.br/api/v2/deputados/73970,ANTENOR FERRARI,49,49,Antenor Ferrari,M,[],[],1941-09-20,,RS,Bento Gonçalves
3277,https://dadosabertos.camara.leg.br/api/v2/deputados/73971,AURÉLIO CARDOSO,49,49,Aurélio Cardoso dos Santos,M,[],[],1945-01-02,,RS,Caxias do Sul
3278,https://dadosabertos.camara.leg.br/api/v2/deputados/73972,GILBERTO MOSMANN,49,49,Gilberto Mosmann,M,[],[],1942-12-09,,RS,Novo Hamburgo
3279,https://dadosabertos.camara.leg.br/api/v2/deputados/73973,SÉRGIO CARMINATO,49,49,Augusto Sérgio Carminato,M,[],[],1942-07-08,,SP,Alto Alegre
3280,https://dadosabertos.camara.leg.br/api/v2/deputados/73974,HUMBERTO PARRO,49,49,Humberto Carlos Parro,M,[],[],1942-07-30,,SP,Valparaíso
3281,https://dadosabertos.camara.leg.br/api/v2/deputados/73975,JOSÉ VIÉGAS,49,49,José Otávio Cabral Viégas,M,[],[],1947-04-17,,PA,Belém
3282,https://dadosabertos.camara.leg.br/api/v2/deputados/73976,MARIO ROSADO,49,49,Mario Rosado,M,[],[],1940-11-24,,RN,Natal
3283,https://dadosabertos.camara.leg.br/api/v2/deputados/73979,ALCESTE ALMEIDA,49,52,ALCESTE MADEIRA DE ALMEIDA,M,[],[],1944-03-22,,AM,Manaus
3284,https://dadosabertos.camara.leg.br/api/v2/deputados/73980,ELTON ROHNELT,50,51,ELTON DA LUZ ROHNELT,M,[],[],1941-01-27,,RS,São Lourenço do Sul
3285,https://dadosabertos.camara.leg.br/api/v2/deputados/73981,FRANCISCO RODRIGUES,49,53,FRANCISCO DE ASSIS RODRIGUES,M,[],[],1951-04-23,,PE,Recife
3286,https://dadosabertos.camara.leg.br/api/v2/deputados/73982,LUCIANO CASTRO,49,54,LUCIANO DE SOUZA CASTRO,M,[],[],1949-08-22,,CE,Fortaleza
3287,https://dadosabertos.camara.leg.br/api/v2/deputados/73983,LUIS BARBOSA,50,51,LUIS BARBOSA ALVES,M,[],[],1953-02-26,,CE,Lavras da Mangabeira
3289,https://dadosabertos.camara.leg.br/api/v2/deputados/73985,ROBÉRIO ARAÚJO,50,51,ROBÉRIO BEZERRA DE ARAÚJO,M,[],[],1954-12-08,,RR,Boa Vista
3290,https://dadosabertos.camara.leg.br/api/v2/deputados/73986,SALOMÃO CRUZ,50,51,SALOMÃO AFONSO DE SOUZA CRUZ,M,[],[],1949-07-30,,RR,Boa Vista
3291,https://dadosabertos.camara.leg.br/api/v2/deputados/73987,ANTONIO FEIJÃO,50,53,ANTONIO DA JUSTA FEIJAO,M,[],[],1956-06-19,,CE,Sobral
3292,https://dadosabertos.camara.leg.br/api/v2/deputados/73988,RENAN KURTZ,50,50,Carlos Renan Kurtz,M,[],[],1937-02-10,,RS,Santa Maria
3294,https://dadosabertos.camara.leg.br/api/v2/deputados/73990,FIORAVANTE,49,51,WALDOMIRO BARANCELLI FIORAVANTE,M,[],[],1954-09-03,,RS,Marcelino Ramos
3295,https://dadosabertos.camara.leg.br/api/v2/deputados/73991,WILSON CIGNACHI,50,52,WILSON JOÃO CIGNACHI,M,[],[],1945-10-29,,RS,Farroupilha
3296,https://dadosabertos.camara.leg.br/api/v2/deputados/73992,YEDA CRUSIUS,50,55,YEDA RORATO CRUSIUS,F,[],[],1944-07-26,,SP,São Paulo
3297,https://dadosabertos.camara.leg.br/api/v2/deputados/73993,ARNALDO MADEIRA,50,53,ARNALDO DE ABREU MADEIRA,M,[],[],1940-03-10,,SP,Santos
3299,https://dadosabertos.camara.leg.br/api/v2/deputados/73995,WILSON BRANCO,50,50,Wilson Mattos Branco,M,[],[],1942-01-10,,RS,
3301,https://dadosabertos.camara.leg.br/api/v2/deputados/73997,FRANCISCO HORTA,50,50,Francisco Sales Dias Horta,M,[],[],1935-01-30,,MG,Mesquita
3302,https://dadosabertos.camara.leg.br/api/v2/deputados/73998,SILVIO LOPES,50,53,SILVIO LOPES TEIXEIRA,M,[],[],1931-07-12,,RJ,Rio de Janeiro
3304,https://dadosabertos.camara.leg.br/api/v2/deputados/74000,CHICO DA PRINCESA,50,53,FRANCISCO OCTAVIO BECKERT,M,[],[],1954-07-14,,SC,Três Barras
3305,https://dadosabertos.camara.leg.br/api/v2/deputados/74001,JAIME FERNANDES,50,51,JAIME FERNANDES FILHO,M,[],[],1957-10-11,,ES,Vitória
3306,https://dadosabertos.camara.leg.br/api/v2/deputados/74002,LUIS ROBERTO PONTE,48,50,Luis Roberto Andrade Ponte,M,[],[],1934-01-04,,CE,Fortaleza
3307,https://dadosabertos.camara.leg.br/api/v2/deputados/74003,RICARDO HERÁCLIO,49,50,Francisco Ricardo Heráclio do Rego,M,[],[],1965-02-20,,PE,Recife
3308,https://dadosabertos.camara.leg.br/api/v2/deputados/74004,CARLOS DA CARBRÁS,50,50,Carlos Alberto Barros Silva,M,[],[],1946-08-03,,AM,Parintins
3309,https://dadosabertos.camara.leg.br/api/v2/deputados/74005,OLAVO CALHEIROS,49,53,OLAVO CALHEIROS FILHO,M,[],[],1957-03-12,,AL,Murici
3310,https://dadosabertos.camara.leg.br/api/v2/deputados/74006,JOSÉ TUDE,50,50,José Eudoro Reis Tude,M,[],[],1946-02-02,,BA,Salvador
3311,https://dadosabertos.camara.leg.br/api/v2/deputados/74007,ANTÔNIO AURELIANO,50,50,Antônio Aureliano Sanches de Mendonça,M,[],[],1958-01-13,,MG,Itajubá
3313,https://dadosabertos.camara.leg.br/api/v2/deputados/74009,ODIR ROCHA,50,50,Manoel Odir Rocha,M,[],[],1941-02-12,,MG,Araguari
3314,https://dadosabertos.camara.leg.br/api/v2/deputados/74010,VALDIR COLATTO,48,56,VALDIR COLATTO,M,[],[],1949-10-15,,RS,Lagoa Vermelha
3315,https://dadosabertos.camara.leg.br/api/v2/deputados/74011,DEJANDIR DALPASQUALE,49,50,Dejandir Dalpasquale,M,[],[],1932-12-14,,RS,Encantado
3316,https://dadosabertos.camara.leg.br/api/v2/deputados/74012,RIVALDO MACARI,50,50,Rivaldo Antonio Macari,M,[],[],1951-08-27,,RJ,Rio de Janeiro
3317,https://dadosabertos.camara.leg.br/api/v2/deputados/74013,NAN SOUZA,48,50,ELEOTERIO NAN SOUZA,M,[],[],1945-12-31,,PE,São Vicente Ferrer
3318,https://dadosabertos.camara.leg.br/api/v2/deputados/74014,ALCIONE ATHAYDE,50,51,ALCIONE MARIA MELLO DE OLIVEIRA ATHAYDE,F,[],[],1954-07-11,,RJ,Campos dos Goytacazes
3319,https://dadosabertos.camara.leg.br/api/v2/deputados/74015,MELQUÍADES NETO,49,50,Francisco Melquíades Neto,M,[],[],1949-12-13,,RN,Umarizal
3320,https://dadosabertos.camara.leg.br/api/v2/deputados/74016,COSTA FERREIRA,48,54,ANTONIO DA CONCEIÇÃO COSTA FERREIRA,M,[],[],1939-07-28,,MA,Guimarães
3321,https://dadosabertos.camara.leg.br/api/v2/deputados/74017,PAULO FEIJÓ,50,55,PAULO FERNANDO FEIJO TORRES,M,[],[],1956-03-23,,RJ,Santa Maria Madalena
3322,https://dadosabertos.camara.leg.br/api/v2/deputados/74018,ALBÉRICO FILHO,48,53,ALBERICO DE FRANÇA FERREIRA FILHO,M,[],[],1950-04-10,,PE,Goiana
3323,https://dadosabertos.camara.leg.br/api/v2/deputados/74019,VIRMONDES CRUVINEL,49,50,Virmondes Borges Cruvinel,M,[],[],1951-05-11,,GO,Hidrolândia
3324,https://dadosabertos.camara.leg.br/api/v2/deputados/74020,CARLOS MENDES,50,50,Carlos Hassel Mendes da Silva,M,[],[],1952-03-01,,GO,Ceres
3325,https://dadosabertos.camara.leg.br/api/v2/deputados/74021,NAIR XAVIER LOBO,50,51,NAIR MARIA XAVIER NUNES DE OLIVEIRA LOBO,F,[],[],1956-03-25,,GO,Anápolis
3327,https://dadosabertos.camara.leg.br/api/v2/deputados/74023,RICARDO RIQUE,50,52,RICARDO FEITOSA RIQUE,M,[],[],1954-07-09,,PB,Campina Grande
3328,https://dadosabertos.camara.leg.br/api/v2/deputados/74024,AYRTON XEREZ,50,53,AYRTON ALVARENGA XEREZ,M,[],[],1946-05-13,,RJ,Rio de Janeiro
3330,https://dadosabertos.camara.leg.br/api/v2/deputados/74026,CLÓVIS FECURY,52,53,CLÓVIS ANTÔNIO CHAVES FECURY,M,[],[],1969-02-08,,DF,Brasília
3331,https://dadosabertos.camara.leg.br/api/v2/deputados/74027,RIBAMAR ALVES,52,54,JOSÉ DE RIBAMAR COSTA ALVES,M,[],[],1954-06-15,,MA,Santa Inês
3332,https://dadosabertos.camara.leg.br/api/v2/deputados/74028,LUCIANO LEITOA,52,52,LUCIANO FERREIRA DE SOUSA,M,[],[],1980-06-22,,PI,Parnaíba
3333,https://dadosabertos.camara.leg.br/api/v2/deputados/74029,TEREZINHA FERNANDES,52,52,TEREZINHA DAS NEVES PEREIRA,F,[],[],1955-10-29,,MA,Barreirinhas
3334,https://dadosabertos.camara.leg.br/api/v2/deputados/74030,BISMARCK MAIA,52,52,BISMARCK COSTA LIMA PINHEIRO MAIA,M,[],[],1957-07-31,,CE,Fortaleza
3335,https://dadosabertos.camara.leg.br/api/v2/deputados/74031,JOÃO ALFREDO,52,52,JOÃO ALFREDO TELLES MELO,M,[],[],1958-11-20,,CE,Fortaleza
3336,https://dadosabertos.camara.leg.br/api/v2/deputados/74032,PASTOR PEDRO RIBEIRO,52,53,PEDRO RIBEIRO FILHO,M,[],[],1946-05-26,,CE,Pacajus
3338,https://dadosabertos.camara.leg.br/api/v2/deputados/74034,MORAES SOUZA,52,52,ANTONIO JOSÉ DE MORAES SOUZA,M,[],[],1937-01-15,,PI,Parnaíba
3340,https://dadosabertos.camara.leg.br/api/v2/deputados/74036,ÁLVARO DIAS,52,52,ÁLVARO COSTA DIAS,M,[],[],1959-09-04,,RN,Caicó
3341,https://dadosabertos.camara.leg.br/api/v2/deputados/74037,FÁTIMA BEZERRA,52,54,MARIA DE FÁTIMA BEZERRA,F,[],[],1955-05-19,,PB,Nova Palmeira
3343,https://dadosabertos.camara.leg.br/api/v2/deputados/74039,SANDRA ROSADO,52,54,SANDRA MARIA DA ESCÓSSIA ROSADO,F,[],[],1951-05-23,,RN,Mossoró
3344,https://dadosabertos.camara.leg.br/api/v2/deputados/74040,BENJAMIN MARANHÃO,52,55,BENJAMIN GOMES MARANHÃO NETO,M,[],[],1971-11-30,,PB,João Pessoa
3345,https://dadosabertos.camara.leg.br/api/v2/deputados/74041,LUIZ COUTO,52,55,LUIZ ALBUQUERQUE COUTO,M,[],[],1945-02-13,,PB,Soledade
3347,https://dadosabertos.camara.leg.br/api/v2/deputados/74043,Wellington Roberto,52,56,JOSÉ WELLINGTON ROBERTO,M,[],[],1959-05-19,,PB,São José de Piranhas
3348,https://dadosabertos.camara.leg.br/api/v2/deputados/74044,Wilson Santiago,52,56,JOSÉ WILSON SANTIAGO,M,[],[],1957-06-10,,PB,Uiraúna
3349,https://dadosabertos.camara.leg.br/api/v2/deputados/74045,MAURÍCIO RANDS,52,54,MAURÍCIO RANDS COELHO BARROS,M,[],[],1961-09-17,,PE,Recife
3350,https://dadosabertos.camara.leg.br/api/v2/deputados/74046,PASTOR FRANCISCO OLÍMPIO,52,52,FRANCISCO OLÍMPIO DA SILVA,M,[],[],1946-05-14,,RN,São Bento do Norte
3351,https://dadosabertos.camara.leg.br/api/v2/deputados/74047,PAULO RUBEM SANTIAGO,52,54,PAULO RUBEM SANTIAGO FERREIRA,M,[],[],1955-07-17,,RJ,Rio de Janeiro
3352,https://dadosabertos.camara.leg.br/api/v2/deputados/74048,RAUL JUNGMANN,52,55,RAUL BELENS JUNGMANN PINTO,M,[],[],1952-04-03,,PE,Recife
3354,https://dadosabertos.camara.leg.br/api/v2/deputados/74050,MAURÍCIO QUINTELLA LESSA,52,55,MAURÍCIO QUINTELLA MALTA LESSA,M,"['http://www.twitter.com/DepQuintella', ' http://www.facebook.com/mauricioquintella.lessa']",[],1971-03-28,,AL,Maceió
3356,https://dadosabertos.camara.leg.br/api/v2/deputados/74052,Bosco Costa,52,56,JOÃO BOSCO DA COSTA,M,[],[],1950-09-28,,SE,Itabaiana
3357,https://dadosabertos.camara.leg.br/api/v2/deputados/74053,HELENO SILVA,52,54,JOSÉ HELENO DA SILVA,M,[],[],1967-07-22,,SE,Monte Alegre de Sergipe
3358,https://dadosabertos.camara.leg.br/api/v2/deputados/74054,JOÃO FONTES,52,52,JOÃO FONTES DE FARIA FERNANDES,M,[],[],1958-06-01,,SE,Aracaju
3359,https://dadosabertos.camara.leg.br/api/v2/deputados/74055,JOSÉ CARLOS MACHADO,52,53,JOSE CARLOS MACHADO,M,[],[],1949-01-17,,SE,Itabaiana
3360,https://dadosabertos.camara.leg.br/api/v2/deputados/74056,MENDONÇA PRADO,52,55,JOSÉ DE ARAÚJO MENDONÇA SOBRINHO,M,[],[],1966-10-14,,SE,Aracaju
3361,https://dadosabertos.camara.leg.br/api/v2/deputados/74057,Alice Portugal,52,56,ALICE MAZZUCO PORTUGAL,F,[],[],1959-05-16,,BA,Salvador
3362,https://dadosabertos.camara.leg.br/api/v2/deputados/74058,ANTONIO CARLOS MAGALHÃES NETO,52,54,ANTÔNIO CARLOS PEIXOTO DE MAGALHÃES NETO,M,[],[],1979-01-26,,BA,Salvador
3363,https://dadosabertos.camara.leg.br/api/v2/deputados/74059,LUIZ BASSUMA,52,53,LUIZ CARLOS BASSUMA,M,[],[],1956-08-08,,PR,Curitiba
3364,https://dadosabertos.camara.leg.br/api/v2/deputados/74060,Daniel Almeida,52,56,DANIEL GOMES DE ALMEIDA,M,[],[],1955-01-21,,BA,Mairi
3365,https://dadosabertos.camara.leg.br/api/v2/deputados/74061,EDSON DUARTE,52,53,EDSON GONÇALVES DUARTE,M,[],[],1965-11-02,,BA,Juazeiro
3366,https://dadosabertos.camara.leg.br/api/v2/deputados/74062,FÁBIO SOUTO,52,54,FÁBIO LOUREIRO SOUTO,M,[],[],1973-01-18,,BA,Salvador
3367,https://dadosabertos.camara.leg.br/api/v2/deputados/74063,FERNANDO DE FABINHO,52,53,LUIZ FERNANDO DE FABINHO ARAÚJO LIMA,M,[],[],1957-11-11,,BA,Feira de Santana
3368,https://dadosabertos.camara.leg.br/api/v2/deputados/74064,ERALDO TRINDADE,48,50,ERALDO DA SILVA TRINDADE,M,[],[],1956-11-20,,AP,Macapá
3369,https://dadosabertos.camara.leg.br/api/v2/deputados/74065,FÁTIMA PELAES,49,55,FÁTIMA LÚCIA PELAES,F,[],[],1959-02-13,,AP,Macapá
3370,https://dadosabertos.camara.leg.br/api/v2/deputados/74066,GERVÁSIO OLIVEIRA,50,52,GERVÁSIO AUGUSTO DE OLIVEIRA,M,[],[],1957-06-09,,AP,Pracuúba
3371,https://dadosabertos.camara.leg.br/api/v2/deputados/74067,MURILO PINHEIRO,49,50,Murilo Agostinho Pinheiro,M,[],[],1948-10-11,,MA,São Luís
3372,https://dadosabertos.camara.leg.br/api/v2/deputados/74068,RAQUEL CAPIBERIBE,48,50,Raquel Capiberibe da Silva,F,[],[],1939-12-14,,PA,Afuá
3373,https://dadosabertos.camara.leg.br/api/v2/deputados/74069,SÉRGIO BARCELLOS,49,51,SÉRGIO CERQUEIRA BARCELLOS,M,[],[],1943-10-04,,RJ,Rio de Janeiro
3374,https://dadosabertos.camara.leg.br/api/v2/deputados/74070,VALDENOR GUEDES,49,52,VALDENOR GUEDES SOARES,M,[],[],1954-01-31,,AP,Macapá
3375,https://dadosabertos.camara.leg.br/api/v2/deputados/74071,ANA JÚLIA,50,50,Ana Júlia de Vasconcelos Carepa,F,[],[],1957-12-23,,PA,Belém
3376,https://dadosabertos.camara.leg.br/api/v2/deputados/74072,ANIVALDO VALE,50,52,ANIVALDO JUVENIL VALE,M,[],[],1944-12-02,,MG,Ipanema
3377,https://dadosabertos.camara.leg.br/api/v2/deputados/74073,ANTÔNIO BRASIL,50,50,Antônio César Pinho Brasil,M,[],[],1938-12-11,,PA,Belém
3379,https://dadosabertos.camara.leg.br/api/v2/deputados/74075,Elcione Barbalho,50,56,ELCIONE THEREZINHA ZAHLUTH BARBALHO,F,"['http://twitter.com/elcionepmdb', ' http://www.facebook.com/elcionepmdb']",[],1944-10-05,,PA,Belém
3381,https://dadosabertos.camara.leg.br/api/v2/deputados/74077,GIOVANNI QUEIROZ,49,55,GIOVANNI CORRÊA QUEIROZ,M,[],[],1946-07-15,,MG,Campina Verde
3382,https://dadosabertos.camara.leg.br/api/v2/deputados/74078,HILÁRIO COIMBRA,49,50,HILARIO MIRANDA COIMBRA,M,[],[],1950-05-12,,PA,Belém
3383,https://dadosabertos.camara.leg.br/api/v2/deputados/74079,José Priante,50,56,JOSÉ BENITO PRIANTE JÚNIOR,M,[],[],1963-12-02,,PA,Belém
3385,https://dadosabertos.camara.leg.br/api/v2/deputados/74081,OLÁVIO ROCHA,50,50,Olávio Silva Rocha,M,[],[],1938-05-01,,BA,Barra da Estiva
3386,https://dadosabertos.camara.leg.br/api/v2/deputados/74082,PAULO ROCHA,49,53,PAULO ROBERTO GALVÃO DA ROCHA,M,[],[],1951-04-01,,PA,Curuçá
3387,https://dadosabertos.camara.leg.br/api/v2/deputados/74083,PAULO TITAN,49,50,Paulo Sérgio Rodrigues Titan,M,[],[],1943-09-15,,PA,Belém
3388,https://dadosabertos.camara.leg.br/api/v2/deputados/74084,RAIMUNDO SANTOS,50,52,RAIMUNDO JOSÉ PEREIRA DOS SANTOS,M,[],[],1955-10-10,,PA,Santarém
3389,https://dadosabertos.camara.leg.br/api/v2/deputados/74085,SOCORRO GOMES,49,52,MARIA DO SOCORRO GOMES COELHO,F,[],[],1952-01-12,,GO,Cristalândia
3391,https://dadosabertos.camara.leg.br/api/v2/deputados/74087,VIC PIRES FRANCO,50,53,VICTOR PIRES FRANCO NETO,M,[],[],1960-06-18,,PA,Belém
3392,https://dadosabertos.camara.leg.br/api/v2/deputados/74088,ALZIRA EWERTON,50,50,Alzira Valdelice Pires Ewerton,F,[],[],1952-07-15,,RO,Guajará-Mirim
3393,https://dadosabertos.camara.leg.br/api/v2/deputados/74089,ARTHUR VIRGÍLIO,47,51,ARTHUR VIRGÍLIO DO CARMO RIBEIRO NETO,M,[],[],1945-11-15,,AM,Manaus
3394,https://dadosabertos.camara.leg.br/api/v2/deputados/74090,Átila Lins,49,56,ÁTILA SIDNEY LINS ALBUQUERQUE,M,[],[],1950-11-22,,AM,Fonte Boa
3395,https://dadosabertos.camara.leg.br/api/v2/deputados/74091,EULER RIBEIRO,49,51,EULER ESTEVES RIBEIRO,M,[],[],1941-07-31,,AM,Itacoatiara
3396,https://dadosabertos.camara.leg.br/api/v2/deputados/74092,JOÃO THOMÉ MESTRINHO,49,50,João Thomé Verçosa Mestrinho de Medeiros Raposo,M,[],[],1951-08-15,,AM,Manaus
3397,https://dadosabertos.camara.leg.br/api/v2/deputados/74093,JOSÉ MELO,50,51,JOSÉ MELO DE OLIVEIRA,M,[],[],1946-09-26,,AM,Manaus
3398,https://dadosabertos.camara.leg.br/api/v2/deputados/74094,DR. LUIZ FERNANDO,50,54,LUIZ FERNANDO SARMENTO NICOLAU,M,[],[],1946-09-30,,RJ,Paraíba do Sul
3399,https://dadosabertos.camara.leg.br/api/v2/deputados/74095,PAUDERNEY AVELINO,49,55,PAUDERNEY TOMAZ AVELINO,M,['http://www.twitter.com/pauderney'],[],1954-09-24,,AM,Eirunepé
3400,https://dadosabertos.camara.leg.br/api/v2/deputados/74096,CARLOS CAMURÇA,49,50,Carlos Alberto de Azevedo Camurça,M,[],[],1956-07-20,,RO,Guajará-Mirim
3401,https://dadosabertos.camara.leg.br/api/v2/deputados/74097,CONFÚCIO MOURA,50,52,CONFÚCIO AIRES MOURA,M,[],[],1948-05-16,,TO,Dianópolis
3402,https://dadosabertos.camara.leg.br/api/v2/deputados/74098,EMERSON OLAVO PIRES,50,50,Emerson Serpa Pires,M,[],[],1971-02-11,,GO,Goiânia
3403,https://dadosabertos.camara.leg.br/api/v2/deputados/74099,EURIPEDES MIRANDA,50,53,EURIPEDES MIRANDA BOTELHO,M,[],[],1954-02-20,,SP,Cardoso
3404,https://dadosabertos.camara.leg.br/api/v2/deputados/74100,EXPEDITO JÚNIOR,48,51,EXPEDITO GONÇALVES FERREIRA JUNIOR,M,[],[],1963-06-10,,SP,Guararapes
3405,https://dadosabertos.camara.leg.br/api/v2/deputados/74101,ILDEMAR KUSSLER,50,50,ILDEMAR KUSSLER,M,[],[],1957-02-06,,SC,Palmitos
3407,https://dadosabertos.camara.leg.br/api/v2/deputados/74103,ARIOSTO HOLANDA,49,55,FRANCISCO ARIOSTO HOLANDA,M,[],[],1938-10-11,,CE,Limoeiro do Norte
3408,https://dadosabertos.camara.leg.br/api/v2/deputados/74104,WALDIR DIAS,50,50,Waldir Ribeiro Dias,M,[],[],1932-01-22,,PI,São João do Piauí
3409,https://dadosabertos.camara.leg.br/api/v2/deputados/74105,EDSON SOARES,50,50,Edson Gonçalves Soares,M,[],[],1945-11-19,,MG,Araçuaí
3410,https://dadosabertos.camara.leg.br/api/v2/deputados/74106,EDSON SILVA,49,54,EDSON SILVA,M,[],[],1949-05-09,,CE,Fortaleza
3411,https://dadosabertos.camara.leg.br/api/v2/deputados/74107,OSMIR LIMA,48,50,Osmir D'Albuquerque Lima Filho,M,[],[],1945-03-30,,AC,Cruzeiro do Sul
3412,https://dadosabertos.camara.leg.br/api/v2/deputados/74108,NARCIO RODRIGUES,50,54,NÁRCIO RODRIGUES DA SILVEIRA,M,[],[],1959-04-23,,MG,Frutal
3413,https://dadosabertos.camara.leg.br/api/v2/deputados/74109,OSCAR ANDRADE,50,51,OSCAR ILTON DE ANDRADE,M,[],[],1957-09-26,,MG,Juatuba
3414,https://dadosabertos.camara.leg.br/api/v2/deputados/74110,CLÁUDIO CHAVES,50,50,Cláudio do Carmo Chaves,M,[],[],1949-09-07,,AM,Manaus
3415,https://dadosabertos.camara.leg.br/api/v2/deputados/74111,PEDRO HENRY,50,54,PEDRO HENRY NETO,M,[],[],1957-04-19,,SP,Santo André
3418,https://dadosabertos.camara.leg.br/api/v2/deputados/74114,MÁRIO MARTINS,48,50,Mário Martins,M,[],[],1934-04-03,,PA,Belém
3419,https://dadosabertos.camara.leg.br/api/v2/deputados/74115,PEDRO YVES,50,50,Pedro Yves Simão,M,[],[],1938-12-04,,SP,Agudos
3420,https://dadosabertos.camara.leg.br/api/v2/deputados/74116,EUDORO PEDROZA,50,50,Eudoro Guilherme Zacharias Pedroza,M,[],[],1941-03-24,,GO,Goiânia
3421,https://dadosabertos.camara.leg.br/api/v2/deputados/74117,OSMAR LEITÃO,44,50,OSMAR LEITÃO ROSA,M,[],[],1937-06-10,,RJ,São Gonçalo
3423,https://dadosabertos.camara.leg.br/api/v2/deputados/74119,EMANUEL FERNANDES,50,54,EMANUEL FERNANDES,M,[],[],1956-03-06,,SP,Valentim Gentil
3424,https://dadosabertos.camara.leg.br/api/v2/deputados/74120,JOÃO MAGALHÃES,50,54,JOÃO LÚCIO MAGALHÃES BIFANO,M,[],[],1960-02-06,,MG,Matipó
3426,https://dadosabertos.camara.leg.br/api/v2/deputados/74122,OSWALDO SOLER,50,51,OSWALDO SOLER,M,[],[],1937-05-16,,SP,Bálsamo
3427,https://dadosabertos.camara.leg.br/api/v2/deputados/74123,ULYSSES GABOARDI,50,50,Ulysses Gaboardi Filho,M,[],[],1944-11-18,,SP,São Paulo
3428,https://dadosabertos.camara.leg.br/api/v2/deputados/74124,MARÇAL FILHO,50,55,MARÇAL GONÇALVES LEITE FILHO,M,[],[],1964-10-14,,MS,Dourados
3429,https://dadosabertos.camara.leg.br/api/v2/deputados/74125,JOSÉ LOURENÇO,47,51,JOSÉ LOURENÇO MORAIS DA SILVA,M,[],[],1933-03-05,,,
3430,https://dadosabertos.camara.leg.br/api/v2/deputados/74126,ELISIO CURVO,49,50,Elisio Miguéis Curvo,M,[],[],1931-04-13,,MS,Corumbá
3432,https://dadosabertos.camara.leg.br/api/v2/deputados/74128,JOÃO FAUSTINO,46,50,João Faustino Ferreira Neto,M,[],[],1942-07-16,,PE,Recife
3433,https://dadosabertos.camara.leg.br/api/v2/deputados/74129,MOISÉS BENNESBY,48,50,Moisés Bennesby,M,[],[],1935-01-07,,AM,Manaus
